precision,recall,f1
21.822751322751323,40.77777777777778,40.51644715437819
22.325396825396826,50.592592592592595,44.43224757698442
30.116402116402117,61.69191919191919,29.013170924935633
17.215608465608465,50.833333333333336,38.1014911014911
26.277777777777775,56.86752136752137,30.441225441225438
34.109195402298845,63.793103448275865,21.3017908017908
37.478835978835974,68.94047619047619,28.7437313089487
22.261904761904763,53.82575757575758,37.56754356754357
35.326719576719576,51.90223665223665,44.400673400673405
26.425925925925927,48.24074074074074,25.447089947089946
16.206349206349206,41.77777777777778,40.32722067204826
24.767195767195766,43.472222222222214,39.54737092972387
29.72354497354497,68.55158730158729,29.08707741060682
37.99470899470899,66.22222222222223,45.88333347968236
18.349206349206348,55.27777777777778,35.649350649350644
32.54789272030651,68.27586206896552,25.642857142857146
34.2063492063492,61.98148148148149,38.265910015910016
24.24074074074074,50.972222222222214,33.01803751803752
37.69020251778873,79.42528735632185,33.73103907586666
30.563492063492063,58.83333333333333,38.32708032708033
20.119047619047617,45.75,33.69167869167869
31.33730158730159,60.70238095238095,21.52910052910053
28.015873015873016,54.02777777777778,38.10811410811411
28.222495894909688,51.89655172413793,28.782654127481717
34.45238095238095,61.33333333333333,32.44179894179894
27.952380952380956,51.94444444444445,28.979087189613505
14.821428571428571,48.333333333333336,38.26190476190475
31.977513227513228,61.342592592592595,27.865079365079364
24.191297208538586,49.59770114942528,28.295870795870794
27.726190476190478,59.242063492063494,33.39417989417989
27.517195767195766,41.88145188145188,21.99226699226699
31.400793650793656,63.333333333333336,35.094179894179895
22.82142857142857,47.76984126984127,42.30013738274608
26.6984126984127,41.631313131313135,23.003496503496503
27.503968253968257,55.0,32.05339105339105
18.182539682539684,37.44444444444444,40.67724867724868
29.82142857142857,62.77310924369748,38.650793650793645
37.04497354497355,66.79298941798942,46.87397787397787
19.82936507936508,41.53321337531864,33.375300625300625
24.82010582010582,57.22222222222222,30.20655270655271
34.43386243386244,65.15873015873017,44.74110149110149
29.59126984126984,69.0,27.076847226847228
42.56481481481481,64.72222222222223,27.920682662618148
27.873015873015877,54.9537037037037,38.62506012506013
24.378306878306876,55.496031746031754,38.04288304288305
39.3968253968254,66.44444444444444,24.474266474266475
22.599206349206344,48.96296296296296,33.01731601731601
22.763227513227513,49.583333333333336,35.52306952306953
30.753968253968253,60.27777777777778,39.51578051578052
33.285714285714285,59.037037037037045,39.78029037239563
20.952380952380953,39.823232323232325,36.186868686868685
27.708994708994712,54.61111111111111,38.64646464646465
29.642857142857142,57.69047619047619,38.43298368298369
30.74867724867725,73.0,34.993080993080994
31.40608465608466,68.61499611499612,32.63636363636364
30.48303229337712,62.64367816091954,31.6040626040626
34.74603174603174,62.55926018426018,31.016856237444472
33.65079365079365,55.128427128427134,31.56282606282606
29.28174603174603,58.253968253968246,32.148148148148145
25.706349206349206,57.182539682539684,32.46546416546417
27.735449735449738,48.06746031746032,32.26235439278917
24.84523809523809,62.27272727272727,30.79423635945375
24.753968253968253,58.84680134680135,37.782569282569284
26.208994708994705,56.666666666666664,37.9990194990195
28.500000000000004,55.86601307189543,39.96743996743997
28.958994708994712,53.58730158730159,34.591852591852586
26.978835978835978,51.416666666666664,27.827850798439034
33.511904761904766,66.54761904761905,27.86581157633789
34.585978835978835,58.794871794871796,28.877332219437484
36.62433862433863,61.746031746031754,37.452809373862
28.28968253968254,56.878787878787875,35.451461793567056
23.31878306878307,42.976190476190474,38.32206029264853
23.289682539682538,44.967532467532465,40.853803603803605
21.465608465608465,59.222222222222214,35.617548029312736
33.95238095238095,55.67821067821068,36.2016872016872
31.314814814814813,60.81349206349206,37.24603174603174
32.33730158730159,66.22895622895622,40.12274868110108
34.43121693121693,59.82539682539682,32.53772153772154
31.806878306878307,51.73412698412699,38.27711177711178
31.677489177489175,53.333333333333336,41.558524123989024
33.11652236652237,52.88888888888889,29.715844068785245
34.702380952380956,62.15277777777778,30.607000407000406
27.28174603174603,48.43434343434343,27.57943907943908
32.70899470899471,59.24999999999999,34.617755051965574
39.21031746031746,60.96230158730158,36.24625958836485
24.046296296296298,57.7979797979798,26.551948051948052
24.746031746031747,51.30882352941176,35.34144023617707
25.757936507936506,41.61904761904762,29.82158582158582
29.156084656084655,61.77513227513227,47.40548340548341
30.43518518518518,59.55555555555556,37.3037518037518
