precision,recall,f1
40.277777777777786,44.44444444444445,37.33265427383075
43.888888888888886,41.666666666666664,46.21428571428571
50.0484544695071,54.72222222222222,42.08994708994708
57.758620689655174,57.183908045977006,44.78399378399378
56.11111111111111,58.05555555555556,48.2962962962963
41.80952380952381,39.77777777777778,51.111111111111114
51.666666666666664,47.99470899470899,38.60846560846561
44.06837606837607,45.476190476190474,44.595238095238095
50.44444444444444,47.6046176046176,40.79717813051146
50.277777777777786,50.277777777777786,49.401709401709404
52.44444444444444,52.222222222222214,32.024656502917374
39.88888888888889,38.8034188034188,55.26984126984128
46.46825396825397,45.888888888888886,50.68783068783068
40.277777777777786,44.20634920634921,40.11904761904762
54.44444444444444,48.22222222222222,51.54678654678655
36.388888888888886,34.952380952380956,60.06469456469457
52.64529914529915,63.88888888888889,60.43821973233738
52.88888888888889,53.41666666666666,50.34090909090909
43.05555555555555,38.85185185185185,48.27777777777778
53.333333333333336,53.88888888888889,38.93650793650794
61.42857142857142,63.55555555555556,45.84757834757834
63.80952380952381,60.38888888888889,46.733044733044736
52.0,53.36940836940837,53.11363636363636
48.611111111111114,52.592592592592595,62.75
38.77946127946128,42.333333333333336,53.98556998556998
48.166666666666664,47.31481481481482,64.85470085470085
46.4021164021164,49.722222222222214,60.470899470899475
57.22222222222222,51.78571428571429,49.35518504484021
66.66666666666667,61.349206349206355,49.31645649036954
59.13888888888889,54.61688311688312,53.11111111111111
71.16666666666667,63.41269841269841,37.5287356321839
61.666666666666664,61.94444444444444,36.58730158730159
56.03448275862069,49.406130268199234,61.18518518518518
53.339140534262484,53.03703703703704,43.748677248677254
53.88888888888889,54.30555555555556,56.58730158730159
37.41379310344828,38.50574712643677,54.93939393939393
42.44444444444444,36.81818181818182,41.767195767195766
63.66666666666667,60.722222222222214,51.83694083694083
44.3968253968254,44.94444444444444,53.16269841269842
59.44444444444444,55.166666666666664,47.595238095238095
57.77777777777778,55.416666666666664,46.77777777777778
42.61904761904762,43.333333333333336,44.14285714285714
54.888888888888886,50.55555555555555,53.75661375661375
54.55555555555556,57.5,37.55820105820106
52.222222222222214,54.045284780578896,59.75498575498576
47.083333333333336,48.888888888888886,39.920634920634924
50.0,42.15656565656566,63.222222222222236
57.88888888888889,54.78174603174603,58.81766381766382
38.56349206349206,39.833333333333336,50.24867724867725
63.333333333333336,59.36274509803921,58.42664742664742
44.0,41.461988304093566,45.63492063492063
64.16666666666667,66.11111111111111,67.64550264550265
61.19047619047619,57.99999999999999,44.94444444444444
53.61111111111111,50.833333333333336,59.11072805190452
67.55555555555556,54.84126984126984,38.5
45.277777777777786,50.0,46.835571835571834
73.33333333333333,66.57142857142857,55.69338504632622
49.722222222222214,44.85714285714286,54.277777777777786
63.579365079365076,64.01037851037852,52.22053872053872
41.111111111111114,38.476190476190474,39.06349206349206
46.80976430976431,48.27777777777778,42.666666666666664
61.2037037037037,54.984848484848484,48.44444444444444
59.66666666666666,54.9949494949495,60.116402116402114
54.72222222222222,52.07142857142857,62.55698005698005
37.81481481481482,44.166666666666664,39.77931387608807
42.27272727272727,47.222222222222214,55.27094474153298
50.277777777777786,51.068376068376075,38.63492063492063
60.833333333333336,62.5,52.333333333333336
63.75,67.66666666666667,64.36507936507937
43.611111111111114,40.34126984126984,43.07766743060861
55.57407407407407,61.38888888888889,55.337690631808286
41.388888888888886,37.452380952380956,35.42087542087542
55.166666666666664,53.05555555555555,51.36507936507937
69.33333333333333,64.07142857142857,52.44444444444444
47.166666666666664,45.62626262626262,49.15038665038665
58.88888888888889,54.44444444444444,61.3847837985769
35.16414141414142,36.03174603174603,50.16701173222912
49.55555555555556,55.111111111111114,47.545596016184255
53.05555555555555,55.55555555555556,46.34350834350835
55.0,49.222222222222214,55.410256410256416
71.26436781609196,59.27102238354506,53.24786324786325
53.13888888888889,50.75541125541125,37.84343434343434
50.44444444444444,46.052188552188554,45.19047619047619
46.86507936507937,47.2037037037037,28.129629629629626
59.61111111111111,57.023809523809526,43.24426807760141
56.38888888888889,58.272727272727266,54.427350427350426
42.777777777777786,37.738095238095234,38.91269841269841
46.111111111111114,47.44444444444444,55.62962962962963
32.22222222222222,27.53174603174603,37.484570984570986
47.361111111111114,43.44444444444444,42.88888888888889
