precision,recall,f1
10.322751322751323,21.335016835016837,17.814250564250568
12.583333333333334,17.6984126984127,27.589780589780585
22.70502645502646,32.31219073324336,17.725490196078432
16.655719759168036,29.712643678160923,24.87915787915788
14.563492063492061,24.444444444444443,18.711714211714213
14.616402116402115,32.98015873015873,21.12962962962963
24.099206349206348,43.56349206349206,15.301420801420802
15.095238095238095,27.275132275132272,14.839121137295582
20.80964405964406,39.17989417989418,21.41046049467102
14.91005291005291,34.27777777777778,16.968855218855218
16.678571428571427,36.61111111111111,19.888110799875506
12.940476190476192,24.27777777777778,16.975036945625178
12.123677248677247,31.486772486772487,19.33164983164983
19.8968253968254,33.966931216931215,17.68903872484435
15.269841269841269,22.152777777777775,12.557118807118806
16.78306878306878,32.5,19.390091390091392
14.285714285714285,29.226190476190474,17.537194606160124
18.56084656084656,24.611111111111107,19.792341917341915
15.637362637362637,26.19047619047619,15.646057646057647
10.661375661375663,18.703703703703702,15.272727272727273
14.378306878306878,36.94444444444445,13.60472763104342
12.710727969348659,34.310344827586206,17.147334147334146
18.0489417989418,28.944444444444446,20.35130288391158
14.353294853294853,28.806818181818183,21.58946608946609
11.325396825396826,28.999999999999996,12.523809523809524
10.653439153439153,22.020202020202017,22.354719354719357
15.826719576719578,23.542124542124544,14.36309207361839
17.525132275132272,30.888888888888893,25.75499213430248
17.482804232804234,37.06196581196581,19.437215290156466
11.75925925925926,19.95767195767196,13.250162691339163
17.194444444444446,42.5,23.184395125571598
12.178571428571427,25.23015873015873,18.521790357490154
21.343732895457034,44.086255191731865,12.995865245865247
16.42857142857143,29.18518518518518,15.23130890738305
10.706349206349207,26.944444444444446,24.136933729038994
20.678571428571427,32.964285714285715,13.193121693121693
17.779146141215104,28.6247947454844,17.03381520440344
9.962962962962964,21.805555555555557,20.185421876598348
13.179002091792789,28.011544011544014,20.02801827801828
19.243386243386244,42.198412698412696,16.855940355940355
9.952380952380953,26.944444444444446,21.55649488492626
14.96031746031746,28.608465608465607,15.614918897527593
16.46825396825397,32.25396825396825,12.89619502158202
15.706349206349207,36.702380952380956,13.120971620971622
15.285714285714285,30.888888888888893,14.94083694083694
17.974867724867725,33.2010582010582,18.956971677559913
14.054232804232804,20.083333333333332,12.82873851294904
11.316137566137566,20.01984126984127,9.701058201058201
10.42989417989418,29.43630443630444,25.8012543012543
12.65079365079365,22.444444444444446,18.306273247449717
15.72089947089947,32.89285714285714,18.28522062732589
11.354497354497353,22.55050505050505,13.545454545454545
7.509379509379509,23.034188034188038,17.744116994116997
21.94973544973545,38.10606060606061,17.532601657601656
15.603174603174605,28.267676767676768,14.13341434394066
16.548941798941797,25.45482295482295,19.48641173641174
10.375661375661375,26.305916305916305,21.10790299025593
16.272486772486772,26.237373737373737,8.827214452214454
15.046296296296296,34.97619047619048,22.41029341029341
12.702380952380953,23.504273504273502,16.595478595478593
16.31746031746032,30.748473748473746,16.561401561401563
17.73941798941799,29.693121693121693,13.952275794381057
7.715608465608465,18.166666666666668,12.328282828282827
19.425925925925924,32.89682539682539,12.636243386243386
14.185185185185185,24.27777777777778,18.52104279163103
13.904761904761905,24.88888888888889,18.56807081807082
10.911375661375661,25.914141414141415,13.57011507011507
9.96031746031746,18.888888888888893,18.511616161616164
10.056878306878307,28.944444444444446,6.905242905242904
16.347883597883598,30.541005291005295,12.284474784474785
15.410052910052908,30.26851851851852,23.56259644494939
9.525132275132275,27.5,18.56084656084656
15.798941798941799,29.383597883597883,16.06357694592989
4.9338624338624335,17.222222222222225,20.25258075258075
10.60846560846561,26.93253968253968,18.174362674362673
20.265873015873016,36.26851851851851,20.587033193844338
17.002645502645503,23.03174603174603,20.297153139258402
13.735449735449736,27.425925925925927,11.25523209733736
18.642857142857142,25.349206349206348,19.513468013468014
14.088624338624337,33.977106227106226,8.953625894802366
18.476190476190474,26.0,14.844182186981376
16.633394383394382,37.05555555555556,12.594337436442702
9.124338624338625,21.534188034188034,16.946516446516448
16.261904761904763,31.77777777777778,18.952380952380953
7.014550264550265,16.999999999999996,21.91797091797092
12.14708662984525,24.3431855500821,18.77270224329048
9.3015873015873,24.444444444444443,13.685185185185185
14.299062049062048,32.639804639804645,23.342569710990762
15.93253968253968,29.305555555555554,17.14983164983165
18.739417989417987,36.210317460317455,16.61231361231361
